epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,260.652,0.33292,0.27152,0.79625,0.97436,0.97497,0.98372,0.84605,0.54539,0.31596,0.80551,0.00011395,0.00011395,0.00011395
181,262.053,0.32611,0.27253,0.78545,0.97051,0.97491,0.98456,0.84815,0.54293,0.3135,0.80487,0.000109,0.000109,0.000109
182,263.531,0.31249,0.26155,0.78648,0.96943,0.97502,0.98672,0.8558,0.54077,0.31582,0.80515,0.00010405,0.00010405,0.00010405
183,264.888,0.32172,0.26745,0.80004,0.9701,0.9751,0.98914,0.85782,0.54836,0.31439,0.80687,9.91e-05,9.91e-05,9.91e-05
184,266.426,0.30876,0.26179,0.79404,0.96855,0.97558,0.99028,0.85784,0.54184,0.3114,0.80526,9.415e-05,9.415e-05,9.415e-05
185,267.867,0.30924,0.25733,0.79231,0.96927,0.97535,0.99073,0.86007,0.53841,0.31027,0.80477,8.92e-05,8.92e-05,8.92e-05
186,269.259,0.31312,0.26391,0.79414,0.96993,0.97473,0.99185,0.85404,0.54394,0.29985,0.80674,8.425e-05,8.425e-05,8.425e-05
187,270.595,0.31996,0.27043,0.78659,0.97162,0.97472,0.99287,0.86659,0.53902,0.30256,0.80654,7.93e-05,7.93e-05,7.93e-05
188,271.976,0.29852,0.25671,0.78737,0.97225,0.9753,0.99206,0.86403,0.5334,0.29644,0.80688,7.435e-05,7.435e-05,7.435e-05
189,273.414,0.31338,0.25985,0.79462,0.9724,0.97596,0.99206,0.85879,0.54048,0.30301,0.8087,6.94e-05,6.94e-05,6.94e-05
190,274.846,0.31043,0.26402,0.80251,0.97081,0.97638,0.99106,0.85562,0.53252,0.29942,0.80706,6.445e-05,6.445e-05,6.445e-05
191,277.617,0.30966,0.26854,0.78628,0.96862,0.97501,0.99185,0.85671,0.52904,0.30469,0.8053,5.95e-05,5.95e-05,5.95e-05
192,278.917,0.28001,0.24689,0.77554,0.9457,0.9962,0.99235,0.86059,0.53114,0.31043,0.80604,5.455e-05,5.455e-05,5.455e-05
193,280.173,0.28657,0.24986,0.77792,0.94543,0.99478,0.99279,0.86188,0.53925,0.31233,0.80826,4.96e-05,4.96e-05,4.96e-05
194,281.491,0.27512,0.25245,0.76725,0.94645,0.99554,0.99304,0.86035,0.54598,0.31769,0.81045,4.465e-05,4.465e-05,4.465e-05
195,282.777,0.28621,0.25392,0.78437,0.9415,0.98757,0.99161,0.86368,0.53749,0.31246,0.80834,3.97e-05,3.97e-05,3.97e-05
196,284.009,0.27112,0.24035,0.79031,0.9604,0.97026,0.9905,0.86161,0.53219,0.31335,0.80634,3.475e-05,3.475e-05,3.475e-05
197,285.269,0.27988,0.24988,0.79002,0.96109,0.97253,0.99006,0.85769,0.53467,0.31624,0.80605,2.98e-05,2.98e-05,2.98e-05
198,286.58,0.26824,0.23943,0.77489,0.96019,0.97531,0.99102,0.86267,0.53479,0.31428,0.80637,2.485e-05,2.485e-05,2.485e-05
199,287.83,0.26871,0.24102,0.78368,0.96002,0.97674,0.99078,0.86496,0.53397,0.31469,0.80659,1.99e-05,1.99e-05,1.99e-05
200,289.121,0.28459,0.24587,0.77479,0.95938,0.97711,0.9913,0.87056,0.53347,0.31657,0.8066,1.495e-05,1.495e-05,1.495e-05
